,gender,urban_rural,internet_access_hours,family_income_level,brain_rot_level,attention_span_minutes,academic_motivation,education_level,short_video_hours,social_media_hours
948,Male,Rural,4128420312,Middle,Low,5223065075,4514431244,Dropout,1501709769,336634878
949,Male,Urban,5955071311,Middle,Low,4749115405,416903337,School,2847357552,483606461
950,Male,Urban,7706733419,Middle,Low,5759503392,7484807684,Graduate,1915504157,5475187518
951,Female,Rural,3178143341,High,Low,5257456876.257233,600348155,Graduate,1213608242,2221486193
952,Male,Urban,7017664001,High,Low,5645702876,4076815389,Postgraduate,1829800804,355488183
953,Female,Rural,6957632675,High,Low,4996866261,6367505351,Postgraduate,0862347544,2540861432
954,Female,Rural,4621575107,High,Low,5779665313,6871412978,School,1836978749,3524835466
955,Male,Urban,3446406416,Middle,Low,5257456876.257233,8974342395,Graduate,0802541409,1889101086
956,Female,Urban,4606910283,Middle,Low,5841579958,6819278571,Graduate,1262158912,2306411792
957,Male,Urban,7461617006,Middle,Low,5062165108,3349420929,Dropout,2702369509,4841066679
958,Female,Urban,2286108584,Low,Low,4466943475,2414868595,Dropout,0916800231,2015668754
959,Male,Rural,6301158608,Middle,Low,5028787899,3984551074,Diploma,1701285026,343351352
960,Male,Rural,6626017583,Middle,Low,5644624998,7252503844,Graduate,1194303322,3326357068
961,Male,Rural,525356383,Low,Low,4818958856,3854297915,School,1910475978,5444250245
962,Female,Urban,3766082858,Middle,Low,5301881216,5682503328,School,1317512373,2746916108
963,Female,Rural,5923520992,Low,Low,5662242301,6147668311,Diploma,1939273062,3435452452
964,Male,Urban,4360294392,Middle,Low,5257456876.257233,6785745432,School,0503519973,1154861205
965,Female,Urban,2306328481,Low,Low,5928380548,5346225724,Diploma,1281393081,2497825105
966,Female,Rural,4628151305,Middle,Low,5828210971,6272160397,Graduate,1281163902,3920896089
967,Male,Urban,6728714965,Middle,Low,5257456876.257233,2916405859,School,2063484357,4522319548
968,Male,Urban,5673905609,Middle,Low,5257456876.257233,7188480178,School,2203935523,4383330109
969,Female,Rural,6243436564,Middle,Low,4994543008,6645181288,Graduate,1159867921,3513745149
970,Male,Rural,842225055,Low,Moderate,5267002741,4391819664,School,2415418674,5201661616
971,Male,Rural,3248289346,Low,Low,5257456876.257233,6460202882,Diploma,0585074334,1906126878
972,Female,Urban,5682686185,Low,Moderate,5067206655,5438652059,Graduate,2477178571,4638474364
973,Female,Urban,5546795081,Middle,Low,5257456876.257233,5860751808,School,1774966394,5416215621
974,Male,Rural,6589399717,Middle,Low,5444434254,4707911425,Diploma,1790216475,4099913211
975,Male,Urban,29585124,Low,Low,4869862169,5032575896,Graduate,0739329602,2445555662
976,Male,Urban,3940644694,Middle,Low,5325080957,5061063108,School,0430390031,1217159162
977,Other,Rural,3065211818,High,Low,5011565185,4244424185,School,1151469224,2624099195
978,Female,Rural,3525988653,Low,Low,5280264798,5321927615,Diploma,0925948479,2112672813
979,Female,Urban,4974171599,High,Low,4792906202,6390331368,School,1595254946,4088199631
980,Female,Urban,63922442,Middle,Moderate,3932375529,3208633689,Diploma,2153900106,4892275404
981,Male,Urban,5239370682,Middle,Low,5666035115,5621425489,Diploma,1844890997,4413197523
982,Female,Urban,6759400325,Middle,Moderate,5554555343,8172750184,Diploma,2450531717,5442699555
983,Male,Urban,243827819,Low,Low,4967622152,3864275126,School,0422375119,1065125294
984,Male,Urban,4692059455,Low,Low,5257456876.257233,7724669897,Graduate,0967833923,2292113119
985,Female,Urban,5991510091,Low,Low,5633228396,6405790557,School,1758612864,3638651871
986,Female,Urban,5142230988,Low,Low,5663497499,5671620672,School,0962123254,1721971482
987,Female,Rural,3130488052,Low,Low,5051895493,3503390966,Dropout,0511050654,092196234
988,Female,Rural,4850957767,High,Low,5257456876.257233,5065172148,Postgraduate,1006002686,1738751145
989,Female,Urban,2582245886,Low,Low,4586466425,1695984484,Dropout,0935050109,2345688074
990,Female,Urban,6383255651,High,Low,5257456876.257233,8408774679,Graduate,2233940073,479866141
991,Male,Urban,347011883,Middle,Low,4659665492,5770221489,School,113454007,2632337114
992,Male,Urban,413372226,Middle,Low,5257456876.257233,7418542722,Diploma,1197792544,2178025175
993,Male,Rural,3321949344,High,Low,5257456876.257233,5855956333,School,1592918791,3297814091
994,Male,Rural,6382337114,High,Low,5765813688,628603639,Graduate,1698827512,3410098557
995,Male,Rural,6075768421,Middle,Low,5257456876.257233,499075452,School,2045032724,390928946
996,Other,Urban,4256474986,Low,Low,5257456876.257233,6647822809,Dropout,1274009855,3114899075
997,Female,Urban,4871144413,High,Low,5257456876.257233,6987231715,Postgraduate,174761977,3229621404
998,Female,Urban,3961038538,Low,Low,5257456876.257233,467649146,Diploma,1176699057,3017203044
999,Female,Urban,3545264118,Middle,Low,5257456876.257233,6780642262,Diploma,0602120586,1785438844
1000,Male,Rural,2670325003,Low,Low,5459731348,4308112215,Diploma,1436725737,3323809961
1001,Male,Urban,597784519,Middle,Moderate,5168963286,5974979978,School,2058001405,5663062819
1002,Female,Urban,481948719,High,Low,5257456876.257233,591738341,Graduate,1507443689,3512278489
1003,Male,Urban,5484072312,Middle,Low,5380645078,5386439826,Diploma,2401141679,4025551786
1004,Female,Rural,674260052,Middle,Moderate,5257456876.257233,278957299,School,2837275265,5590204041
1005,Female,Rural,376577502,Middle,Low,5393535817,3404364664,School,1170262268,2384002625
1006,Female,Rural,2500040218,Low,Low,5442740976,5964789278,Diploma,0852605977,2376831422
1007,Male,Rural,3815447907,Low,Low,5243513093,3315111904,Graduate,0718526372,127710829
1008,Female,Rural,2426082363,Low,Low,5512068868,5852862987,Diploma,1229173288,2247592839
1009,Female,Urban,4585180268,Middle,Low,5517723128,5296271501,Diploma,1880996288,3376189074
1010,Female,Rural,6568798921,Middle,Moderate,3647274749,3222720589,Dropout,2041163775,412593538
1011,Female,Urban,5494626706,Low,Low,4980739809,3675400781,School,1185199176,2929741928
1012,Male,Rural,4066476922,Low,Low,5382875529,7480245019,Diploma,1319591492,2681283829
1013,Female,Urban,5442680635,Middle,Low,4729924735,2171218014,School,163096205,3635387703
1014,Male,Rural,559101781,Middle,Low,5747240705,4959247749,Dropout,1020653712,2631356326
1015,Male,Urban,5722133363,Middle,Low,5257456876.257233,6119947502,Dropout,1291515103,3549551797
1016,Female,Urban,3653561511,High,Low,5458816496,7115380175,School,0561244712,1145813796
1017,Female,Rural,3678645775,Low,Low,4206761611,2717578449,Dropout,1185741733,2073299816
1018,Male,Urban,4310197197,Middle,Low,5440936847,359442311,School,1719560731,2874084394
1019,Female,Urban,4985182471,Middle,Low,4577295132,404228988,School,1691425115,4472653301
1020,Male,Urban,7923195337,Middle,Low,5030109722,519696451,School,294618208,627940453
1021,Female,Rural,357936928,Middle,Low,5772723854,6042517773,School,1212605939,2445978733
1022,Female,Urban,3884071686,Low,Low,4376403408,1939903542,Dropout,1170905138,3728223752
1023,Male,Urban,7084848753,High,Low,5346871956,4071553835,School,2393279898,5122018025
1024,Male,Rural,6187743995,High,Low,4315742221,460719421,School,1973846304,4099353328
1025,Male,Urban,652939327,Low,Moderate,5257456876.257233,3275619625,School,1365593703.2115192,6826549077
1026,Male,Rural,5004246591,Middle,Moderate,5257456876.257233,10,School,1477750283,253593467
1027,Female,Urban,3416538188,Low,Low,5241724516,57442819,Diploma,075866559,2462163036
1028,Female,Rural,451300727,Middle,Low,5668264994,5854654336,School,1614790929,3501068683
1029,Male,Urban,6706734007,Low,Low,4857700922,2104776392,School,1121024903,3107257607
1030,Female,Rural,5270051221,High,Low,5025797081,5108046376,Diploma,1143447422,3312605781
1031,Male,Urban,6917454966,Middle,Low,4768450537,44098461,School,151974832,4306057955
1032,Female,Rural,5018669827,High,Low,5257456876.257233,6088081754,Graduate,184271051,4475136036
1033,Female,Rural,9143854699,Low,Low,5257456876.257233,7919779078,Graduate,1595142038,399409843
1034,Female,Urban,844495324,Middle,Low,4469676784,4161472599,Diploma,1973924213,6318182764
1035,Female,Rural,6509217585,Middle,Low,4558385372,357147232,Dropout,2060592639,3748154397
1036,Female,Urban,6029676481,High,Low,5140393089,486894999,Graduate,1871032364,5321861943
1037,Female,Urban,5028947628,Low,Low,5796878034,6947736833,Graduate,132518114,3657725094
1038,Female,Urban,5643669501,Middle,Low,5373807772,5154643035,Dropout,1178000849,3073348348
1039,Female,Urban,341505869,Middle,Low,5424242768,2743939087,Dropout,1097306159,2925453431
1040,Male,Rural,2888351692,Low,Low,5983240966,6420975952,Diploma,0742559103,2375900848
1041,Male,Urban,271146933,Low,Low,5326434628,4619923163,School,1402779469,3389403272
1042,Male,Rural,703541324,Middle,Low,4911764998,3401835383,School,2204491437,4828784644
1043,Male,Urban,3721597372,Middle,Low,5840332445,5616588315,School,2285121539,4483795248
1044,Male,Urban,6304115962,High,Moderate,5205260426,5490152153,Graduate,1944938577,5590333194
1045,Female,Urban,6707015679,Middle,Low,5257456876.257233,483629072,Graduate,0725468765,2185114736
1046,Female,Rural,4903292067,Low,Low,4768870546,4310208447,Dropout,1349430158,3095248939
1047,Male,Rural,6016334228,Low,Low,5306208413,3556905011,School,1067744218,2005977259
1048,Male,Rural,3386739854,Low,Low,5257456876.257233,4117754491,School,0782284726,2169468101
1049,Male,Rural,4572973264,Low,Moderate,5029709541,5836507424,School,2485367876,447260936
1050,Female,Rural,4059484406,Middle,Moderate,5257456876.257233,6874790782,School,1513622288,3814914909
1051,Male,Urban,2963857609,Low,Low,5743104146,5454589482,Dropout,0559871175,1748320716
1052,Female,Rural,4478480234,High,Low,5257456876.257233,597510261,Diploma,1222205879,305221243
1053,Male,Urban,6470981146,Low,Low,4988792416,3631725434,Diploma,1817441961,5456401776
1054,Male,Rural,3760422832,Middle,,5257456876.257233,7701347524,Graduate,0495337249,1211038417
1055,Female,Urban,5705448339,Middle,Low,5375014841,5684168054,School,185858128,3373746259
1056,Female,Rural,05,Low,,5257456876.257233,7321991263,Postgraduate,0298079383,0901745522
1057,Male,Urban,5291070142,Middle,Low,5835741298,8799033392,Postgraduate,1752325813,2933319087
1058,Female,Rural,5524186711,Low,Low,5812240728,6216399222,Postgraduate,1126212486,2694411792
1059,Female,Rural,5374491481,Middle,Low,5257456876.257233,6507627544,Graduate,1348463554,3423389937
1060,Male,Rural,5711828844,Middle,Low,5136096382,4883718033,Dropout,1408589804,3562656707
1061,Male,Urban,2440653114,Low,Low,5235664858,6489768625,Diploma,0883454315,2076704135
1062,Female,Urban,81050117,Middle,Low,5632048992,5900721041,Diploma,1938059735,3830220272
1063,Male,Urban,1525533128,Middle,Low,5257456876.257233,6001725748,School,018293124,0482936632
1064,Female,Urban,4515666267,Middle,Low,5462608072,6695252805,Graduate,1457246853,3350495223
1065,Female,Rural,4395377269,Middle,Low,5079677912,4047847079,Dropout,2078745152,3958266025
1066,Female,Rural,3425007283,Middle,Low,5857025326,5376117271,Postgraduate,0811962143,1764984299
1067,Male,Urban,5625763342,High,Low,5735820718,7208660881,Postgraduate,264564625,551821483
1068,Female,Urban,8811664563,Low,Low,5312706557,6529822238,Graduate,2075147567,5540670442
1069,Female,Urban,4903872648,Low,,5257456876.257233,8828753593,Graduate,0135444287,0239235791
1070,Female,Urban,8075242958,Low,Low,5331334791,6338311217,School,2342225663,5578437563
1071,Female,Rural,4223404669,Middle,Moderate,4580142695,5721822261,Diploma,2414570806,4609874238
1072,Female,Urban,387387563,Low,Low,5295529091,5678403951,School,2048687249,3733424345
1073,Male,Rural,4529482944,Low,Low,5008607363,4160833527,Diploma,1911001289,463067569
1074,Male,Rural,4187402854,Low,Low,5425206197,4836714677,School,066828633,2037448188
1075,Female,Rural,5518906574,Middle,Low,5257456876.257233,7841911895,Dropout,1503536817,2724879744
1076,Male,Urban,71940683,Middle,Low,5520552946,5072191893,Graduate,2145506308,5151898068
1077,Female,Rural,2250359555,Middle,Low,5257456876.257233,536527609,Diploma,00,00
1078,Male,Rural,3857435111,Low,Low,4785402599,6037009511,Diploma,0595308571,1801367071
1079,Female,Urban,8427532917,Low,Moderate,4098018611,2463037193,Diploma,2788169606,4985353889
1080,Other,Urban,4860478324,Middle,Low,5968381318,7751397575,Graduate,0651755989,2074728023
1081,Female,Rural,373449582,Low,Low,5945997651,5473561729,Diploma,0971821989,2117451231
1082,Female,Rural,4994867994,Middle,Low,5669719655,6271409925,Graduate,1458083373,2540302295
1083,Female,Rural,1605326692,Middle,Low,5706076031,6021770408,School,0564743584,0980803253
1084,Male,Rural,8018403033,High,Moderate,4229005816,10,Dropout,3562732314,6484759736
1085,Female,Urban,8137477293,Middle,Moderate,5627057946,6588357996,School,2241879005,5917738022
1086,Female,Rural,5159977555,High,Low,5257456876.257233,3417665398,School,1077348703,3188945692
1087,Other,Rural,5718892291,Middle,Low,5814765751,7320483411,Graduate,1149836049,3623651262
1088,Female,Urban,3479532225,Middle,Low,5189391807,5419928859,Dropout,0834281387,1702348199
1089,Male,Urban,7456308166,Middle,Low,5257456876.257233,7149169501,Diploma,262813282,6716391706
1090,Female,Urban,2745676163,High,Low,5257456876.257233,6702438279,School,0706444714,1631685198
1091,Male,Rural,3691324229,High,Low,5199563665,4770902228,School,1267618552,3229171568
1092,Female,Urban,2347745771,Low,Low,5257456876.257233,10,Dropout,0978568913,1945288061
1093,Female,Rural,3426898413,Low,Low,5853611093,5428204151,Dropout,1229700858,3439792088
1094,Female,Rural,2823263016,High,Low,5782543799,5375106797,School,1581678805,2795220304
1095,Female,Urban,6814219987,Middle,Low,5489406708,7697836712,Postgraduate,1818992498,5055776296
1096,Male,Urban,4510128703,Low,Low,5844129279,5443719005,School,1263025978,30226206
1097,Female,Urban,6335347264,Low,Low,5257456876.257233,9317530011,School,1379626215,333280007
1098,Female,Urban,4155999205,Low,Low,5355373882,5607212399,School,1528065849,2960582971
1099,Male,Rural,5937119916,Middle,Moderate,4604334119,4357959192,School,1894794866,5088222737
1100,Female,Urban,5991680546,Low,Low,5294575163,6243229446,School,1536896461,4974232261
1101,Male,Rural,4619955763,Low,Low,5257456876.257233,9036377405,School,2205058738,4273569631
1102,Female,Urban,4127288804,Middle,Low,5483692903,5520802818,Graduate,133860193,244174203
1103,Female,Urban,3375379348,Middle,Low,5809144371,5576570462,School,0805482201,2222882063
1104,Female,Rural,3823259997,Low,Low,4804493151,3918673465,School,1252005858,314395456
1105,Female,Urban,2580770447,Low,Low,5316853162,4616147112,School,0775582595,2191755919
1106,Female,Urban,4136694741,Middle,Low,5988646594,5190383578,Dropout,0679875259,2262873519
1107,Female,Urban,3848597761,Low,Moderate,4689211216,1754018279,School,1617984974,3886548096
1108,Male,Urban,3905744121,Middle,Low,5257456876.257233,482427302,School,121086078,284434314
1109,Female,Urban,5167056676,Low,Low,5548652287,5805255345,Diploma,1217979448,2295280299
1110,Male,Urban,7036216367,Middle,Low,5359687597,725620555,Postgraduate,1851274964,3105884852
1111,Male,Rural,2822257582,Low,Low,5770789518,4929040998,Graduate,0568512409,1712685413
1112,Female,Urban,6851361719,Middle,Moderate,4618341785,1783547224,School,2218439246,5558521323
1113,Female,Urban,6271583484,High,Low,5421021902,6104173898,Graduate,3029808775,5128183472
1114,Male,Urban,6754005705,Middle,Low,5505333542,6635237163,Graduate,122897522,3519844104
1115,Male,Urban,8774981487,Middle,Low,4497211807,3415521946,School,1980738911,4572526038
1116,Male,Urban,7373600821,High,Moderate,4736149254,5358640836,Graduate,245362672,4491777944
1117,Female,Rural,3644704976,Low,Low,5950972597,6149700799,School,0506080123,1322581881
1118,Male,Urban,5187531671,Middle,Low,5257456876.257233,6662653881,School,10995788,2875871272
1119,Female,Urban,3907857162,High,Low,5257456876.257233,6917666027,Graduate,0465594382,1428986152
1120,Female,Rural,386865445,Low,Low,5688381613,5837615429,Diploma,0828685211,2108930025
1121,Female,Rural,298205216,Low,Low,5651604783,6796399147,Graduate,111441376,3269089142
1122,Male,Urban,6634127317,Middle,Moderate,4954960657,6253651691,Diploma,1386412586,4607650037
1123,Female,Rural,4659202656,High,Low,5837663995,477505473,School,07347581,2424643404
1124,Female,Rural,5065348441,Middle,Low,5257456876.257233,5422255542,School,1537832023,3230983551
1125,Male,Rural,5371663375,Low,Low,5389520308,3849077003,School,210120931,3936863022
1126,Female,Rural,5651004588,Middle,Moderate,4394636534,3191207806,Dropout,2553484141,4331547095
1127,Male,Urban,4801118646,Low,Low,5532461678,736227009,Diploma,1621948244,4239821061
1128,Female,Urban,246013902,Low,Low,5966875469,7505469478,Graduate,073866989,1437737416
1129,Male,Urban,352312018,High,Low,5796172776,610267631,School,119607571,3647559082
1130,Male,Rural,577646751,Low,Low,5153341128,2867500394,Dropout,0980001322,2259494756
1131,Female,Urban,4730302525,Middle,Moderate,4582429056,4321415792,Diploma,1895890892,3959244268
1132,Male,Urban,4880511314,Low,Low,5095616641,3485895094,School,1751794432,3590416225
1133,Male,Urban,5810227303,Low,Low,5995569201,9228359465,School,1129002044,2840998758
